,0
608365,IntangibleAssetsArisingFromInsuranceContractsAcquiredInBusinessCombinationAmortizationExpenseYearFive
608366,IntangibleAssetsArisingFromInsuranceContractsAcquiredInBusinessCombinationAmortizationExpenseYearFour
608367,IntangibleAssetsArisingFromInsuranceContractsAcquiredInBusinessCombinationAmortizationExpenseYearThree
608368,IntangibleAssetsArisingFromInsuranceContractsAcquiredInBusinessCombinationAmortizationExpenseYearTwo
608417,IntangiblesAssetsArisingFromInsuranceContractsAcquiredInBusinessCombinationAmortizationExpense1
608433,CapitalUnitsTotalCostToInvestors
608483,SecSchedule1218SupplementalInformationPropertyCasualtyInsuranceUnderwritersCurrentYearClaimAndClaimAdjustmentExpense
608510,ReinsuranceRecoverablesOnPaidLossesAllowance
608513,DebtAndEquitySecuritiesRealizedGainLossExcludingOtherThanTemporaryImpairment
608522,PresentValueOfFutureInsuranceProfitsAccumulatedAmortization
609533,GainFromComponentsExcludedFromAssessmentOfCashFlowHedgeEffectiveness
609690,FederalHomeLoanBankAdvancesGeneralDebtObligationsDisclosuresCollateralPledged
610075,RevenueFromFranchisedOutlets
611310,FairValueFinancialAssetsMeasuredOnRecurringBasisCashSurrenderValue
611348,RepaymentsOfFinancialServicesObligations
611508,InterestIncomePurchasedReceivables
613605,CashFlowHedgeLossReclassifiedToRevenue
613678,OtherThanTemporaryImpairmentLossesInvestmentsPortionInOtherComprehensiveIncomeLossNetOfTaxIncludingPortionAttributableToNoncontrollingInterestHeldtomaturitySecurities
613695,UnamortizedLoanCommitmentAndOriginationFeesAndUnamortizedDiscountsOrPremiumsConsumer
613850,OtherComprehensiveIncomeLossFinancialLiabilityFairValueOptionAfterTaxAndReclassificationAdjustmentAttributableToParent
613894,OtherComprehensiveIncomeLossFinancialLiabilityFairValueOptionReclassificationAdjustmentFromAociForDerecognitionTax
613990,FinancingReceivableBeforeAllowanceForCreditLossAdjustableInterestRateMaturityAfterYearOne
613991,FinancingReceivableBeforeAllowanceForCreditLossMaturityAfterYearFifteen
613992,FinancingReceivableBeforeAllowanceForCreditLossMaturityAfterYearFiveThoughFifteen
613993,FinancingReceivableBeforeAllowanceForCreditLossMaturityAfterYearOneThroughFive
613995,FinancingReceivableBeforeAllowanceForCreditLossPredeterminedInterestRateMaturityAfterYearOne
614703,TimeShareCarryingCharges
616312,TimeSharingTransactionsEstimatedCostToCompleteImprovementsAndPromisedAmenities
616997,ExperienceRatedRefundsPayable
617104,FinancialInstrumentsSoldNotYetPurchasedOtherSovereignGovernmentDebt
620105,FinancialInstrumentsSubjectToMandatoryRedemptionNumberOfStockholders
620134,FederalHomeLoanBankAdvancesDiscountOnAffordableHousingProgram
620159,FederalHomeLoanBankAdvancesOutstandingGreaterThanOneBillionDollarsPerBorrowerAmount
620160,FederalHomeLoanBankAdvancesOutstandingGreaterThanOneBillionDollarsPerBorrowerPercent
620198,AverageCollectedCashBalancesWithCommercialBanksFederalHomeLoanBank
620203,FederalHomeLoanBankAdvancesInterestRateOnAffordableHousingProgramSubsidizedLoans
620236,FederalHomeLoanBankAdvancesOutstandingGreaterThanOneBillionDollarsPerBorrowerNumberOfBorrowers
620237,FinancialInstrumentsSubjectToMandatoryRedemptionNumberOfStockholders1
622192,CommonStockHeldBySubsidiary
622820,CostmethodInvestmentsRealizedLossesExcludingOtherThanTemporaryImpairments
623390,EnergyRelatedInventoryPropaneGas
623399,NonmonetaryNotionalAmountOfPriceRiskCashFlowHedgeDerivatives
624464,AssetsUnderManagementAverageBalance
624859,TimeDepositLiabilityAboveUsInsuranceLimitMaturityOverSixMonthsThroughTwelveMonths
624860,TimeDepositLiabilityAboveUsInsuranceLimitMaturityOverThreeMonthsThroughSixMonths
624861,TimeDepositLiabilityAboveUsInsuranceLimitMaturityThreeMonthsOrLess
625092,JointlyOwnedUtilityPlantNetOwnershipAmount
625263,CostOfPurchasedWater
625928,ProceedsAccountsReceivablePreviouslyWrittenOffRecovery
627272,PostconfirmationOtherPropertyAndEquipment
628593,AccruedProfessionalFees
629170,GoldProductsAndServicesRevenue
630870,FinancingReceivableCoveredAndNotCoveredAfterAllowanceForCreditLossFeePremiumAndDiscount
634002,MortgageLoansOnRealEstateIntercompanyProfitsInCarryingAmountOfLoans
635415,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisInstrumentsClassifiedInShareholdersEquityGainLossIncludedInEarnings
636068,LifeSettlementContractsInvestmentMethodPremiumsToBePaidInRemainderOfFiscalYear
636069,LifeSettlementContractsInvestmentMethodPremiumsToBePaidInRollingYearFour
636070,LifeSettlementContractsInvestmentMethodPremiumsToBePaidInRollingYearThree
636071,LifeSettlementContractsInvestmentMethodPremiumsToBePaidInRollingYearTwo
636394,IncreaseDecreaseInFinancialGuaranteeInsuranceContractLiabilities
636608,ServicingLiabilityAtFairValueDisposals
636766,RetainedEarningsAccumulatedDeficitCorrectionOfError
638450,OtherRealEstateCoveredImprovements
638500,OtherRealEstateNonCoveredImprovements
638965,WeightedAverageRateForeignDeposit
639322,OtherNonoperatingAssetRelatedIncome
639842,ResellAgreementsPeriodEndAmountsExcludingEffectsOfAgreementsReportedNetByCounterparty
641135,PresentValueOfFutureInsuranceProfitsUnrealizedInvestmentLosses1
642896,AdditionalChargesForSecuritiesAccounts
643679,DebtorReorganizationItemsGainLossOnSettlementOfOtherClaimsNet
644095,CertainLoansAcquiredInTransferAccountedForAsAvailableForSaleDebtSecuritiesCarryingAmountNet
644479,DiscontinuedOperationIntraEntityAmountsDiscontinuedOperationAfterDisposalRevenue
645001,RetainedPatronageAllocations
645484,AvailableforsaleSecuritiesInUnrealizedLossPositionsQualitativeDisclosureOtherFairValueVolatilityRate
645638,ContractsInForceSubjectToParticipationThroughReinsuranceValue
645681,PremiumIncomeSubjectToParticipationThroughReinsurancePercentage
645689,TradingLiabilitiesFairValueDisclosure
645763,FairValueInvestmentsEntitiesThatCalculateNetAssetValuePerShareUnobservableInputRealizedGainsLossesNet
646455,ResaleAgreementsInterestIncomeAmount
646992,PublicUtilitiesPropertyPlantAndEquipmentAmountOfLossRecoveryOnPlantAbandonment
650892,BusinessCombinationConsiderationTransferredIncludingEquityInterestInAcquireeHeldPriorToCombination
650936,DisposalGroupLiabilitiesOfBusinessTransferredUnderContractualArrangement
652505,UseOfRestrictedCashForAcquisitionOfOilAndGasProperty
652773,DebtorReorganizationItemsGainLossOnAssetSalesNet1
652874,IncreaseDecreaseInDeferredGasCost
653867,LoansAndLeasesReceivableCommercialGovernments
654098,OtherThanTemporaryImpairmentLossesInvestmentsPortionInOtherComprehensiveIncomeLossNetOfTaxPortionAttributableToNoncontrollingInterest
654288,BankingRegulationCapitalConservationBufferTierOneRiskBasedCapitalActual
654301,DebtSecuritiesHeldToMaturityOriginatedFiveOrMoreYearsBeforeLatestFiscalYear
654302,DebtSecuritiesHeldToMaturityOriginatedFourYearsBeforeLatestFiscalYear
654304,DebtSecuritiesHeldToMaturityOriginatedInFiscalYearBeforeLatestFiscalYear
654305,DebtSecuritiesHeldToMaturityOriginatedThreeYearsBeforeLatestFiscalYear
654306,DebtSecuritiesHeldToMaturityOriginatedTwoYearsBeforeLatestFiscalYear
654340,DebtSecuritiesHeldToMaturityExcludingAccruedInterestOriginatedMoreThanFiveYearsBeforeCurrentFiscalYear
654341,DebtSecuritiesHeldToMaturityExcludingAccruedInterestYearFiveOriginatedFourYearsBeforeCurrentFiscalYear
654342,DebtSecuritiesHeldToMaturityExcludingAccruedInterestYearFourOriginatedThreeYearsBeforeCurrentFiscalYear
654343,DebtSecuritiesHeldToMaturityExcludingAccruedInterestYearOneOriginatedCurrentFiscalYear
654344,DebtSecuritiesHeldToMaturityExcludingAccruedInterestYearThreeOriginatedTwoYearsBeforeCurrentFiscalYear
654345,DebtSecuritiesHeldToMaturityExcludingAccruedInterestYearTwoOriginatedFiscalYearBeforeCurrentFiscalYear
654350,TimeDepositLiabilityUninsuredMaturityOverTwelveMonths
657105,DebtSecuritiesHeldToMaturityChangeInPresentValueExpenseReversal
658141,ContractReceivableRetainageDueInNextRollingTwelveMonths
658203,AvailableforsaleSecuritiesRestrictedNoncurrent
659533,NetInvestmentInLeaseExcludingAccruedInterestAfterAllowanceForCreditLossNoncurrent
660316,SiteContingencyLossExposureNotAccruedHighEstimate
662188,DueFromOtherRelatedPartiesNoncurrent
662248,PaymentsForExploitationLiabilities
662291,ElectricalGenerationRevenue
662877,ForeignFinancialInstitutionsActualDeposits
664173,DeductionsCharges
664215,IncrementalEffectOnBalanceSheetLiabilityOrEquityLineItemChangeDueToAdditionalMinimumPensionLiabilityAMLAdjustmentPeriodIncreaseDecrease
665507,ProductiveGasWellsNumberOfWellsNet
665573,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisInstrumentsClassifiedInShareholdersEquityTransfersIntoLevel3
666150,LossContingencyAccrualInsuranceRelatedAssessmentDiscountRate
669147,MultiemployerPlansEmployeesIncreaseDecreasePercentage
673010,RecordedUnconditionalPurchaseObligationNonfinancialAssetsPledgedAsSecurityValue
673183,DistributionsPerLimitedPartnershipAndGeneralPartnershipUnitOutstandingBasic
673710,FairValueAssetsMeasuredOnRecurringBasisEquityMethodInvestments
674742,ProceedsFromIssuanceOfFinancialServicesObligations
676236,RevenueFromAdministrativeServicesAffiliated
676469,FreshStartAdjustmentIncreaseDecreaseAccountsPayable
676470,FreshStartAdjustmentIncreaseDecreaseAdditionalPaidInCapital
676474,FreshStartAdjustmentIncreaseDecreaseCurrentAssets
676475,FreshStartAdjustmentIncreaseDecreaseCurrentLiabilities
676477,FreshStartAdjustmentIncreaseDecreaseLiabilitiesAndStockholdersEquity
676478,FreshStartAdjustmentIncreaseDecreasePreferredAndCommonStockHeldInTreasury
676479,FreshStartAdjustmentIncreaseDecreasePreferredStock
676481,FreshStartAdjustmentIncreaseDecreaseShortTermBorrowings
676482,FreshStartAdjustmentIncreaseDecreaseStockholdersEquity
676500,PostconfirmationShortTermBorrowings
676511,PreconfirmationPreferredAndCommonStockHeldInTreasury
676515,PreconfirmationShortTermBorrowings
678629,LoansAndLeasesReceivableForeign
681655,FinancingReceivablePercentPastDue
682135,MarketRiskBenefitChangeInFairValueGainLoss
682226,TradingActivityGain
683069,CertainLoansAndDebtSecuritiesAcquiredInTransferNoAllowanceRecordedAndNoSubsequentImpairment
684649,OtherAccruedLiabilities
685570,HealthCareOrganizationMedicalSuppliesAndDrugsExpense
687534,BankingRegulationLeverageBufferActual
688217,ForeignCurrencyFairValueHedgeAssetAtFairValue
691946,LongTermPurchaseCommitmentMinimumMassRequired
692660,CommonStockShareSubscriptionsButUnissuedValue
692816,DemutualizationByInsuranceEntitySecuritiesIssuedOfferingCosts
693259,FinancialInstrumentsOwnedOtherSovereignGovernmentObligationsAtFairValue
694765,NotionalAmountOfPriceRiskDerivativeInstrumentsNotDesignatedAsHedgingInstruments
695734,LongTermDebtComponentsNotesPayable
698329,UndistributedIncomeFromOtherThanGainOrLossOnSaleOfProperties
700845,FairValueEstimateNotPracticableAccruedLiabilities
701302,OtherInvestmentNotReadilyMarketableQuotedValue
701312,LessorOperatingLeaseAssumptionsAndJudgmentsValueOfUnderlyingAssetAmount
702478,GeneralPartnersShareOfUndistributedEarningsIncentiveDistributionRightEmbeddedInGeneralPartnerInterest
702601,FreshStartAdjustmentIncreaseDecreaseAccruedLiabilities
702610,FreshStartAdjustmentIncreaseDecreasePrepaidAndOtherCurrentAssets
702612,FreshStartAdjustmentIncreaseDecreaseReceivablesNet
702664,ReorganizationValuePresentValueOfDiscountedCashFlowsOfEmergingEntity
703284,LessorSalesTypeLeaseAssumptionsAndJudgmentsValueOfUnderlyingAssetAmount
704035,BusinessAcquisitionCostOfAcquiredEntityPlannedRestructuringActivities
708151,FairValueConcentrationOfRiskDerivativeFinancialInstrumentsAssets
708171,PortionOfFutureOilAndGasProductionBeingHedged
710082,OtherAssetsNotAllowed
711256,LossContingencyAccrualProductLiabilityGross
711764,LiabilitiesSubjectToCompromiseCashDisbursementsAndReclassificationsUnderBankruptcyCourtOrders
713628,MalpracticeLossContingencyInsuranceRecoveries
713982,FairValueConcentrationOfRiskForeignCurrencyContracts
715438,ProceedsFromSecuritizationsOfLoansHeldForSale
718072,ParticipatingMortgageLoansExtinguishmentGainLoss
718549,TimberAndTimberlands
718641,PaymentsToAcquireTimberlands
718917,VariableInterestEntityActivityBetweenVIEAndEntityOperatingIncomeOrLoss
718947,CustomerRefundableFeesRefundPayments1
720062,OtherComprehensiveIncomeLossFinancialLiabilityFairValueOptionAfterReclassificationAdjustmentTaxAttributableToNoncontrollingInterest
720194,CapitalUnitsDeductionsFromTotalCostToInvestors
720827,ConversionOfStockAmountIssued
722282,SaleLeasebackTransactionTransactionCostsFinancingActivities
722390,RetentionPayableDueInRemainderOfFiscalYear
725192,OpenOptionContractsWrittenPremiums
727530,ShortTermAndLongTermDebtDefaultedAmount
728712,UndistributedContinuingOperationEarningsLossBasic
735634,SaleLeasebackTransactionTransactionCostsInvestingActivities
735923,ContractAdministrationExpense
736256,AssetAcquisitionConsiderationTransferredEquityInterestIssuedAndIssuable
736922,LongDurationContractsAssumptionsByProductAndGuaranteeVolatilityRateHighEnd
736923,LongDurationContractsAssumptionsByProductAndGuaranteeVolatilityRateLowEnd
738201,EffectOnFutureEarningsAndCashFlowsAmount
742573,ReclassificationToUnappropriatedRetainedEarnings
743491,BusinessCombinationAcquiredDirectFinancingLeaseReceivable
743707,BusinessCombinationAcquiredSalesTypeLeaseReceivable
743741,DirectFinancingLeaseNetInvestmentInLeaseAllowanceForCreditLoss
744732,ShareholderLoansToFinanceLeveragedBuyout
746450,ProductiveOilWellsNumberOfWellsWithMultipleCompletionsGross
747203,MinimumLeasePaymentsSaleLeasebackTransactionsRemainderOfFiscalYear
748272,EmployeeStockOwnershipPlanESOPTaxBenefitOfDividendsPaidToPlan
748401,MortgageLoanRelatedToPropertySales
748648,OtherThanTemporaryImpairmentLossesInvestmentsPortionInOtherComprehensiveIncomeLossTaxPortionAttributableToNoncontrollingInterestAvailableforsaleSecurities
748649,OtherThanTemporaryImpairmentLossesInvestmentsPortionInOtherComprehensiveIncomeLossTaxPortionAttributableToNoncontrollingInterestHeldtomaturitySecurities
749909,MalpracticeLossContingencyAccrualUndiscountedCurrent
749910,MalpracticeLossContingencyAccrualUndiscountedNoncurrent
750132,HealthCareOrganizationLossContractsExpense
750133,HealthCareTrustFundAdministrativeExpense
750146,MalpracticeLossContingencyClaimsIncurredInPriorPeriods
750147,MalpracticeLossContingencyClaimsIncurredNet
750148,MalpracticeLossContingencyPeriodIncreaseDecrease
750216,MalpracticeLossContingencyAccrualNotRecognized
750217,MalpracticeLossContingencyAccrualNotRecognizedHighEndOfLossRange
751528,FreshStartAdjustmentIncreaseDecreaseCurrentMaturitiesOfLongTermDebt
751534,FreshStartAdjustmentIncreaseDecreaseOtherAssetsNoncurrent
751538,FreshStartAdjustmentIncreaseDecreaseRestrictedCashAndCashEquivalentsCurrent
751539,FreshStartAdjustmentIncreaseDecreaseRestrictedCashAndCashEquivalentsNoncurrent
752909,CapitalLeasesLesseeBalanceSheetAssetsByMajorClassLand
752910,CapitalLeasesLesseeBalanceSheetAssetsByMajorClassLeaseholdImprovements
755196,CostsOfMetalsSold
756420,SegmentReportingInformationUnusualItems
756539,CumulativeEffectOfChangeInAccountingPrincipleNetOfTaxPerBasicShare
757152,FairValueConcentrationOfRiskGuarantees
757757,UtilitiesOperatingExpensePurchasedPowerUnderLongTermContracts
757834,DeferredStormAndPropertyReserveDeficiencyCurrent
757987,PublicUtilitiesPropertyPlantAndEquipmentAmountOfAcquisitionAdjustmentsRelatedAccumulatedDepreciation1
759471,PaymentsForProceedsFromOtherRealEstatePartnerships
760322,FinancialInstrumentsSoldNotYetPurchasedPhysicalCommoditiesSold
760340,AvailableforsaleSecuritiesInUnrealizedLossPositionsQualitativeDisclosureOtherThirdPartyGuaranteesAmount
762397,OperatingSupportFromAdviserAmount
763021,SeparateAccountLiabilityCashSurrenderValueAmount
763531,IncomeLossFromContinuingOperationsPerOutstandingGeneralPartnershipUnitNetOfTax
763534,IncomeLossFromDiscontinuedOperationsNetOfTaxPerOutstandingGeneralPartnershipUnit1
764081,CashFlowHedgeGainLossReclassifiedToInvestmentIncomeNet
766071,TaxBasisOfInvestmentsGrossUnrealizedAppreciation
768627,AirlineRelatedInventoryAircraftFuel
770492,RedeemableNoncontrollingInterestEquityRangeOfEstimatedFairValueHigh
772728,FairValueDisclosureOffBalanceSheetRisksAmount
776882,CostOfGoodsSoldDepletion
778067,LongTermPurchaseCommitmentMinimumQuantityRequired
779876,IncreaseDecreaseInHealthCareInsuranceLiabilities
780947,DeferredPolicyAcquisitionCostsAndPresentValueOfFutureInsuranceProfitsUnrealizedGainLossOnInvestment
780975,ReinsuranceRecoverableAllowanceForCreditLossPeriodIncreaseDecrease
782273,PremiumsReceivableGainLossOnSaleOfReceivables
782274,PremiumsReceivableProceedsFromSaleOfReceivables
784412,OptionContractIndexedToEquitySettlementShareFairValuePerShare
784976,NonmonetaryNotionalAmountOfPriceRiskDerivatives
786013,PreconfirmationReorganizationValueInExcessOfAmountsAllocableToIdentifiableAssets
786496,FairValueConcentrationOfRiskRetainedInterest
786855,FairValueInputsControlPremium
787070,CapitalLeasesNetInvestmentInDirectFinancingLeasesExecutoryCosts
788017,GainFromComponentsExcludedFromAssessmentOfFairValueHedgeEffectiveness
788112,FairValueAssetsMeasuredOnRecurringBasisFederalFundsSoldAndSecuritiesBorrowedOrPurchasedUnderAgreementsToResell
791605,HeldtomaturitySecuritiesSoldAtPar
792496,PartnersCapitalAllocatedForIncomeTaxAndOtherWithdrawals
793344,CashFlowHedgeLossReclassifiedToEarnings
794414,DerivativeNonmonetaryNotionalAmountMass
795024,ProvedDevelopedAndUndevelopedReservesNetPeriodIncreaseDecrease
795840,HeldtomaturitySecuritiesTransferredToTradingSecuritiesUnrealizedGainLossExcludingOtherThanTemporaryImpairments
796715,FreshStartAdjustmentIncreaseDecreaseDebtorInPossessionFinancing
796717,FreshStartAdjustmentIncreaseDecreaseNonamortizableIntangibleAssets
796750,PostconfirmationNonamortizableIntangibleAssets
796851,IncreaseDecreaseInRetainedInterestInSecuritizedReceivables
798167,FairValueInvestmentsEntitiesThatCalculateNetAssetValuePerShareUnobservableInputInvestmentHoldingsMovementsPurchases
798232,FairValueInvestmentsEntitiesThatCalculateNetAssetValuePerShareUnobservableInputInvestmentHoldingsMovementsNet
798233,FairValueInvestmentsEntitiesThatCalculateNetAssetValuePerShareUnobservableInputInvestmentHoldingsMovementsSales
798234,FairValueInvestmentsEntitiesThatCalculateNetAssetValuePerShareUnobservableInputInvestmentHoldingsMovementsSettlements
800531,LoansAndLeasesReceivableNetReportedAmountForeign
805023,SegmentReportingInformationInventoryNet
806969,RedeemablePreferredStockIncreaseDecreaseInCarryingAmount
806998,BusinessAcquisitionsPurchasePriceAllocationSubsequentYearsNetEffectOnIncome
807419,FairValueInvestmentsEntitiesThatCalculateNetAssetValuePerShareUnobservableInputUnrealizedGainsIncludedInEarnings
807420,FairValueInvestmentsEntitiesThatCalculateNetAssetValuePerShareUnobservableInputUnrealizedLossesIncludedInEarnings
808291,DeferredSalesInducementCostAmortizationExpenseAccruedInterest
808396,PresentValueOfFutureInsuranceProfitsUnrealizedGainLossOnInvestment
808530,OtherComprehensiveIncomeLossFinancialLiabilityFairValueOptionBeforeTaxAfterReclassificationAdjustment
808566,DeferredPolicyAcquisitionCostsAndPresentValueOfFutureProfitsPeriodIncreaseDecrease
808572,PresentValueOfFutureInsuranceProfitsAmortizationExpenseRemainderOfFiscalYear
810255,QuarterlyFinancialInformationQuarterlyChargesAndCreditsAmountAffectingComparability
811748,EmployeeServiceShareBasedCompensationEstimatedQuantityOfSharesToBeRepurchasedInFollowingPeriodMinimum
813533,ExtraordinaryItemEarningsPerShareImpactNet
816037,InterestIncomeDepositWithFinancialInstitutionIncreaseDecrease
816054,ServicingLiabilityAtFairValueOtherChangesInFairValue
816177,TradingSecuritiesRestrictedCurrent
816297,OilAndGasDeliveryCommitmentsAndContractsSignificantSuppliesDedicatedOrContractedToEntity
816427,LongDurationContractsAssumptionsByProductAndGuaranteeDiscountRate
818279,MalpracticeInsuranceDeductible1
819352,SharesSubjectToMandatoryRedemptionSettlementTermsNumberOfSharesIndexed
819460,DeferredCostsCreditCardOriginationCostsAmortization
821861,DebtorInPossessionFinancingAmendmentsToArrangementIncreaseDecreaseInAmountArranged
821869,RecordedUnconditionalPurchaseObligationAmountOfMaturitiesAndSinkingFundRequirements
825882,UnrecordedUnconditionalPurchaseObligationChangeOfAmountAsResultOfVariableComponents
827645,CreditDerivativeLiquidationProceedsPercentage
828365,MalpracticeInsuranceDeductible
831368,IncreaseDecreaseInCoalInventories
835604,ContractWithCustomerAssetAccumulatedAllowanceForCreditLossNoncurrent
835984,DebtInstrumentMeasurementInput
836109,DirectCostsOfOwnedHotels
838784,PostconfirmationLeaseholdImprovements
838807,PreconfirmationFurnitureAndFixtures
838808,PreconfirmationLeaseholdImprovements
839536,LiabilitiesSubjectToCompromisePeriodIncreaseDecrease
842793,CertainLoansAcquiredInTransferAccountedForAsDebtSecuritiesAccretableYieldPeriodIncreaseDecrease
843500,FreshStartAdjustmentIncreaseDecreaseOtherPropertyAndEquipment
843569,PreconfirmationOtherPropertyAndEquipment
844920,IncomeLossFromExtraordinaryItemsTaxEffectPerDilutedShare
848390,LongDurationContractsAssumptionsByProductAndGuaranteeEstimatedAverageInvestmentYield
848391,LongDurationContractsAssumptionsByProductAndGuaranteeOtherRate
848432,EnergyMarketingContractLiabilitiesNoncurrent
849005,BelowMarketLeasePeriodIncreaseDecrease
849935,OtherUtilityCosts
850651,BusinessCombinationSeparatelyRecognizedTransactionsAdditionalDisclosuresIssuanceCostsNotExpensed
850779,DepositLiabilitiesEffectOfChangeInPresentValueAssumptionsRecordedAsExpense
851447,AmountOfEmbeddedRegulatoryLiability
851571,FreshStartAdjustmentIncreaseDecreaseDeferredIncomeTaxAssetsCurrent
851623,RegulatedOperatingRevenueSteam
852467,MultiemployerPlanPensionSignificantFutureEmployerContributionAmount
854089,DerivativeExchangeRateFloor1
854337,ProceedsFromDepositsAppliedToDebtRetirements
856278,AccountsReceivableNoncurrentOriginatedInCurrentFiscalYear
856279,AccountsReceivableNoncurrentOriginatedInFiscalYearBeforeLatestFiscalYear
856280,AccountsReceivableNoncurrentOriginatedThreeYearsBeforeLatestFiscalYear
856281,AccountsReceivableNoncurrentOriginatedTwoYearsBeforeLatestFiscalYear
856290,AccountsReceivableNoncurrentOriginatedFourYearsBeforeLatestFiscalYear
856524,NetInvestmentIncomeInsuranceEntityPolicyLoans
856609,AssetsDesignatedToClosedBlockRealEstate
856672,GainLossOnComponentsExcludedFromAssessmentOfForeignCurrencyFairValueHedgeEffectiveness
856985,AssetsDesignatedToClosedBlockIncomeTaxReceivable
856987,AssetsDesignatedToClosedBlockOtherInvestments
857151,FinancingReceivableTransferToHeldForInvestmentAllowanceForCreditLossExpense
857174,CertainLoansAcquiredInTransferAccountedForAsAvailableForSaleDebtSecuritiesOutstandingBalance
857217,PresentValueOfFutureInsuranceProfitsDisposition
857233,DirectFinancingLeaseNetInvestmentInLeaseAfterAllowanceForCreditLoss
857237,NetInvestmentInLeaseAfterAllowanceForCreditLoss
857960,CapitalRequirementOfConsolidatedBrokerDealerSubsidiaryElectingAlternativeMethod
857994,InvestmentSoldNotYetPurchasedBalancePrincipalAmount
860745,AdjustmentsToReconcileIncomeLossToNetCashProvidedByUsedInContinuingOperations
863364,AssetsDesignatedToClosedBlockTradingSecuritiesDebt
863421,PresentValueOfFutureInsuranceProfitsAmortizationExpenseAssumptionChange
864969,SubordinatedBorrowingsAllowableInComputationOfNetCapital
865438,AlternativeInvestmentMeasurementInput
866245,EffectiveIncomeTaxRateReconciliationGiltiAmount
867149,CostOfWorldwideUnregulatedElectric
867674,UnusualOrInfrequentItemFourthQuarter
870449,PaymentsForInvestmentInRestrictedCashFromPollutionControlBond
870459,ProceedsFromDistributionOfRestrictedCashFromPollutionControlBond
870632,ChangeInUnrealizedGainLossOnForeignCurrencyFairValueHedgingInstruments
873887,LoansReceivableBasisSpreadOnVariableRateDuringPeriod
874948,CertainLoansAcquiredInTransferAccountedForAsAvailableForSaleDebtSecuritiesAcquiredDuringPeriodNotAccountedForUsingIncomeRecognitionModelAtAcquisitionAtCarryingValue
875073,DebtSecuritiesHeldToMaturityPurchase
876716,MultiemployerPlanContributionRateIncreaseDecrease
878163,ElectricalDistributionRevenue
878641,DiscontinuedOperationEquityMethodInvestmentRetainedAfterDisposalOwnershipInterestPriorToDisposal
881130,FinancingReceivableLoanInProcess
881555,CustomerRefundableFeesRevenueRecognized1
885008,OtherConstructionRevenue
886590,RedeemableNoncontrollingInterestEquityOtherRedemptionValue
886788,OwnshareLendingArrangementCollateral
887921,LeveragedBuyoutContinuingOwnershipInterestByContinuingStockholders
889567,CustomerRefundableFeesPeriodIncreaseDecrease
891881,BankingRegulationTierOneLeverageCapitalRatioUndercapitalizedMinimum
893928,ChangeInUnrealizedGainLossOnHedgedItemInForeignCurrencyFairValueHedge
895013,NotionalAmountOfPriceRiskDerivatives
895014,NotionalAmountOfPriceRiskFairValueHedgeDerivatives
897060,FiniteLivedMediaContentGross
897495,SignificantChangesFrachisorOutletsInOperation
898426,NetInvestmentInLeaseSale
899953,EnvironmentalCostsOfPropertyForSaleDisposalOrAbandonmentAnticipatedExitCosts
899975,MultiemployerPlansCollectiveBargainingArrangementPercentageOfContributions
901028,BusinessAcquisitionPurchasePriceAllocationCurrentAssetsMerchandise
902120,LimitedPartnersOfferingCosts
902816,UnusualOrInfrequentItemGross
908756,IncreaseDecreaseInRegulatoryClauseRevenue
909026,UtilitiesOperatingExpenseProductsAndServices
913095,RetailLandSalesLiabilityForImprovements
913116,RetailLandSalesImprovementRevenuePriorSales
914512,CertainLoansAcquiredInTransferAccountedForAsHeldToMaturityDebtSecuritiesAcquiredDuringPeriodContractuallyRequiredPaymentsReceivableAtAcquisition
914519,LiabilitiesRelatedToInvestmentContractsFairValueDisclosure
914574,FinancialAssetAmortizedCostAccruedInterestAfterAllowanceForCreditLoss
915798,NotionalAmountOfNetInvestmentHedgingInstruments
917406,FacilityMembershipAndOperationsRevenue
919237,RegulatoryAssetsNoncurrentFairValueDisclosure
923942,ProceedsFromRepurchaseOfTrustPreferredSecurities
926014,SegmentReportingAssetReconcilingItemAmount
926017,SegmentReportingInformationOtherAssets
926238,GainFromHedgedFirmCommitmentNotQualifyingAsFairValueHedge
927421,SubsidiaryOrEquityMethodInvesteeMinorityInterestInIncomeOfSubsidiary
929026,DebtInstrumentCumulativeSinkingFundPayments
929059,DebtInstrumentCollateralFee
930833,SiteContingencyAccrualDiscountAmount
934578,UnbilledReceivablesNotBillableAmountExpectedToBeCollectedAfterNextRollingTwelveMonths
934579,UnbilledReceivablesNotBillableAmountExpectedToBeCollectedInNextRollingTwelveMonths
934758,ContractWithCustomerAssetAllowanceForCreditLossPeriodIncreaseDecrease
935977,ExcessNetCapitalAt1500Percent
936353,OtherThanTemporaryImpairmentLossesInvestmentsPortionInOtherComprehensiveIncomeLossNetOfTaxPortionAttributableToNoncontrollingInterestHeldtomaturitySecurities
938016,PartnersCapitalDeferredCompensationOnRestrictedUnit
938081,UndistributedEarningsLossFromContinuingOperationsAvailableToCommonShareholdersBasic
939164,ProceedsFromNuclearFuel
940376,ProceedsFromRemovalCosts
942532,DerivativeAverageExchangeRateFloor1
942540,FinancialGuaranteeInsuranceContractsRiskManagementActivitiesMitigatingClaimLiabilitiesAccruedLiabilities
943476,IncomeTaxExaminationInterestFromExamination
